Date/Time,Value_1,Value_10,Value_11,Value_12,Value_13,Value_14,Value_16,Value_17,Value_18,Value_19,Value_2,Value_20,Value_23,Value_24,Value_25,Value_26,Value_27,Value_28,Value_29,Value_3,Value_30,Value_4,Value_5,Value_6,Value_7,Value_8,Value_9
2023-07-03 05:00:00,22.5,22.5,15.0,14.5,22.5,22.0,13.0,13.5,22.5,22.0,13.5,9.5,12.5,12.0,12.5,22.5,14.552,14.77,22.5,22.5,22.5,13.0,12.0,22.5,13.5,11.0,14.5
2023-07-03 06:00:00,22.0,22.5,14.5,14.0,22.5,22.0,12.5,14.5,22.0,22.0,13.5,9.0,12.5,11.5,12.0,22.0,14.051,14.267,22.5,22.0,22.0,13.0,11.5,22.0,13.5,10.5,14.5
2023-07-03 07:00:00,22.0,22.0,15.5,15.0,22.0,21.5,19.0,16.5,22.0,21.5,14.0,10.0,13.5,13.0,13.0,22.0,15.554,15.272,22.0,22.0,22.0,13.5,13.0,22.0,14.5,12.0,15.5
2023-07-03 08:00:00,21.5,22.0,17.0,16.5,21.5,21.5,20.5,16.5,21.5,21.0,16.5,12.5,15.0,15.5,14.5,21.5,17.557,17.28,21.5,21.5,21.5,14.5,15.0,21.5,17.5,16.5,17.0
2023-07-03 09:00:00,21.5,21.5,18.5,19.0,21.5,21.0,20.5,18.0,21.5,21.0,21.0,15.0,17.5,21.5,17.0,21.5,21.561,18.284,21.5,21.0,21.5,17.0,21.0,21.5,20.0,19.5,20.0
2023-07-03 10:00:00,21.0,21.5,20.5,21.0,21.0,21.0,22.0,20.0,21.0,21.0,23.0,18.0,21.0,21.0,19.0,21.0,21.561,20.29,21.0,21.0,21.0,19.0,24.5,21.0,22.5,21.5,20.5
2023-07-03 11:00:00,21.0,21.5,22.5,22.0,21.0,21.0,23.0,21.0,21.0,21.0,22.5,19.5,23.5,23.0,20.5,21.0,22.562,21.792,21.0,21.0,21.0,20.0,24.5,21.0,24.5,23.0,22.0
2023-07-03 12:00:00,21.0,21.5,24.0,23.0,21.0,21.0,24.5,22.0,21.0,21.0,24.5,21.0,24.5,24.0,22.0,21.0,25.563,22.794,21.0,21.0,21.0,22.0,25.0,21.0,26.0,25.0,23.0
2023-07-03 13:00:00,21.0,21.5,25.0,24.5,21.0,21.0,25.5,23.0,21.0,21.0,25.0,22.5,25.5,24.0,23.0,21.0,26.563,23.795,21.0,21.0,21.0,23.0,26.0,21.0,27.0,26.5,23.5
2023-07-03 14:00:00,21.0,21.5,26.0,25.5,21.0,21.0,26.5,24.5,21.0,21.0,26.5,24.0,26.5,26.0,25.5,21.0,28.062,25.795,21.0,21.0,21.0,24.5,26.5,21.0,29.0,27.5,24.5
2023-07-03 15:00:00,21.0,21.5,27.0,27.0,21.5,21.0,27.5,25.5,21.0,21.0,27.5,25.0,27.0,28.0,26.0,21.5,29.062,27.294,21.5,21.0,21.5,25.0,28.0,21.5,30.0,29.0,26.0
2023-07-03 16:00:00,21.5,21.5,27.5,27.5,21.5,21.0,29.0,26.0,21.5,21.0,29.0,25.5,28.0,30.5,27.0,21.5,29.561,28.293,21.5,21.5,21.5,25.5,28.0,21.5,31.0,29.0,27.0
2023-07-03 17:00:00,21.5,21.5,27.5,28.5,21.5,21.5,29.0,26.5,21.5,21.0,30.0,26.0,29.0,29.0,27.5,21.5,29.062,28.792,21.5,21.5,21.5,26.0,28.5,21.5,31.5,30.0,28.0
2023-07-03 18:00:00,21.5,22.0,27.5,28.5,21.5,21.5,28.0,26.5,21.5,21.5,30.0,26.5,28.5,26.5,27.5,21.5,29.062,28.792,21.5,21.5,21.5,26.0,28.0,21.5,31.0,30.0,30.0
2023-07-03 19:00:00,22.0,22.0,27.0,27.0,22.0,21.5,27.5,26.5,22.0,22.0,29.0,25.0,27.5,25.5,27.0,22.0,28.562,27.294,22.0,22.0,22.0,25.0,27.0,22.0,31.0,29.0,29.0
2023-07-03 20:00:00,22.0,22.5,25.5,27.5,22.0,22.0,26.0,25.0,22.0,22.0,26.5,23.5,26.5,23.5,27.5,22.0,27.562,25.795,22.0,22.0,22.0,23.5,26.0,22.0,30.0,27.0,26.5
2023-07-03 21:00:00,22.0,22.5,24.5,25.0,22.5,22.0,24.5,23.5,22.0,22.0,24.5,20.0,24.5,21.5,23.5,22.0,25.063,24.295,22.5,22.0,22.0,22.0,24.0,22.0,26.5,25.0,24.0
2023-07-03 22:00:00,22.0,22.5,23.0,23.0,22.5,22.0,23.0,22.5,22.0,22.0,23.5,17.5,23.0,20.0,21.5,22.5,23.562,22.794,22.5,22.5,22.5,20.5,20.5,22.5,24.5,21.5,23.5
2023-07-03 23:00:00,22.0,22.5,22.0,21.5,22.5,22.0,21.0,21.0,22.0,22.0,21.5,15.5,21.5,18.0,19.5,22.5,21.061,21.292,22.5,22.5,22.5,19.5,19.0,22.5,22.5,18.5,21.0
2023-07-04 00:00:00,22.0,22.5,21.0,20.5,22.5,22.0,19.0,19.5,22.0,22.0,18.5,14.5,19.0,16.5,18.0,22.5,19.059,19.788,22.5,22.5,22.5,19.0,17.5,22.5,20.0,16.5,19.5
2023-07-04 01:00:00,22.0,22.5,19.5,19.0,22.5,22.0,18.0,18.0,22.0,22.0,18.0,13.5,16.0,15.5,17.0,22.0,18.058,18.284,22.5,22.5,22.5,18.5,16.5,22.5,19.5,15.5,18.5
2023-07-04 02:00:00,22.0,22.5,19.0,18.0,22.5,22.0,17.0,17.0,22.0,22.0,17.0,12.5,15.0,14.5,15.5,22.0,17.056,17.28,22.5,22.0,22.0,17.5,15.5,22.0,18.0,14.5,17.5
2023-07-04 03:00:00,22.0,22.5,18.0,16.5,22.5,22.0,16.0,16.0,22.0,22.0,17.0,11.5,14.5,14.0,15.0,22.0,16.055,16.277,22.5,22.0,22.0,16.5,14.5,22.0,17.5,13.5,17.0
2023-07-04 04:00:00,22.0,22.5,16.5,15.5,22.5,22.0,15.0,15.5,22.0,22.0,15.5,11.0,14.0,13.0,14.0,22.0,15.554,15.774,22.0,22.0,22.0,15.5,13.5,22.0,16.0,12.0,15.5
2023-07-04 05:00:00,22.0,22.5,16.0,15.0,22.0,22.0,14.0,15.0,22.0,22.0,15.0,10.5,14.0,12.5,13.5,22.0,14.552,15.272,22.0,22.0,22.0,15.0,13.0,22.0,15.5,11.5,15.0
2023-07-04 06:00:00,22.0,22.5,15.5,14.5,22.0,22.0,14.0,15.0,22.0,22.0,14.5,10.5,13.5,12.5,13.0,22.0,14.552,14.77,22.0,22.0,22.0,14.5,12.5,22.0,15.0,12.0,14.5
2023-07-04 07:00:00,22.0,22.5,17.0,16.0,22.0,22.0,18.5,17.0,22.0,22.0,15.5,11.5,14.5,14.5,13.5,22.0,17.056,16.779,22.0,22.0,22.0,15.0,14.5,22.0,16.0,13.5,16.0
2023-07-04 08:00:00,22.0,22.5,18.0,18.0,22.0,22.0,20.0,17.5,22.0,22.0,18.0,13.5,16.0,17.0,15.5,22.0,19.059,18.284,22.0,22.0,22.0,16.0,16.5,22.0,18.5,17.5,18.5
2023-07-04 09:00:00,22.0,22.5,20.5,20.5,22.0,22.0,22.0,20.0,22.0,22.0,23.0,16.5,18.0,23.0,18.5,22.0,22.562,20.29,22.0,22.0,22.0,18.5,22.5,22.0,21.0,20.5,21.0
2023-07-04 10:00:00,22.0,22.5,22.0,22.0,22.5,22.0,23.0,21.0,22.0,22.0,24.0,19.5,22.0,23.0,20.5,22.0,23.062,22.293,22.5,22.0,22.0,20.5,24.5,22.0,24.5,23.5,22.5
2023-07-04 11:00:00,22.0,22.5,23.5,23.0,22.5,22.0,25.0,22.5,22.0,22.0,24.5,21.0,24.5,24.5,22.0,22.5,25.563,23.294,22.5,22.5,22.5,21.5,25.5,22.5,25.5,24.5,23.5
2023-07-04 12:00:00,22.5,22.5,25.0,24.5,22.5,22.5,26.0,23.5,22.5,22.5,25.5,22.5,26.0,25.5,24.0,22.5,26.563,24.795,22.5,22.5,22.5,23.5,26.5,22.5,27.5,26.0,24.5
2023-07-04 13:00:00,22.5,23.0,26.5,26.0,22.5,22.5,28.0,25.5,22.5,22.5,27.5,24.0,27.0,26.5,25.5,22.5,28.062,26.295,22.5,22.5,22.5,24.5,28.0,22.5,28.5,27.5,26.0
2023-07-04 14:00:00,22.5,23.0,28.0,27.5,23.0,22.5,29.0,26.5,22.5,23.0,29.0,25.5,27.5,28.0,27.0,23.0,29.561,27.793,23.0,23.0,23.0,26.0,29.0,23.0,29.5,29.0,27.0
2023-07-04 15:00:00,23.0,23.0,28.5,28.5,23.0,23.0,30.0,27.5,23.0,23.0,29.5,26.5,28.5,31.0,28.5,23.0,31.06,29.291,23.0,23.0,23.0,27.0,30.0,23.0,32.0,30.0,28.5
2023-07-04 16:00:00,23.0,23.5,29.0,29.5,23.0,23.0,31.5,28.0,23.0,23.0,30.5,27.5,29.0,31.0,29.0,23.0,31.56,30.289,23.0,23.0,23.0,27.5,30.0,23.0,32.5,31.0,29.0
2023-07-04 17:00:00,23.0,23.5,29.0,30.0,23.5,23.0,30.5,28.0,23.0,23.0,31.5,27.5,30.0,30.5,29.5,23.0,31.06,30.289,23.0,23.0,23.5,27.5,30.0,23.0,33.0,31.0,30.5
2023-07-04 18:00:00,23.0,23.5,29.0,29.5,23.5,23.0,30.0,28.5,23.0,23.0,31.0,27.0,30.0,28.5,29.5,23.0,31.06,30.289,23.0,23.5,23.5,27.0,30.0,23.5,33.0,31.0,32.0
2023-07-04 19:00:00,23.0,23.5,29.0,29.5,23.5,23.0,29.5,28.5,23.0,23.0,31.0,26.5,29.5,27.5,29.5,23.5,31.56,29.79,23.5,23.5,23.5,26.5,29.5,23.5,34.0,31.0,33.0
2023-07-04 20:00:00,23.0,23.5,28.0,30.0,23.5,23.0,29.0,26.5,23.0,23.0,28.5,24.0,28.5,26.0,30.5,23.0,30.061,27.793,23.5,23.5,23.5,25.5,28.0,23.5,32.5,29.5,28.5
2023-07-04 21:00:00,23.0,23.5,26.5,27.0,23.5,23.0,26.5,25.0,23.0,23.0,26.5,21.0,26.0,24.0,26.0,23.0,27.562,26.295,23.5,23.0,23.0,24.0,24.5,23.0,29.0,25.5,26.0
2023-07-04 22:00:00,23.0,23.5,25.0,25.0,23.0,23.0,24.0,23.5,23.0,23.0,24.0,18.5,24.0,21.0,22.5,23.0,24.062,24.295,23.0,23.0,23.0,23.0,22.0,23.0,26.5,21.0,24.0
2023-07-04 23:00:00,23.0,23.5,23.5,23.0,23.0,23.0,22.0,22.0,23.0,23.0,22.5,16.5,22.5,19.0,21.0,23.0,22.061,22.794,23.0,23.0,23.0,22.5,20.5,23.0,24.0,19.5,22.5
2023-07-05 00:00:00,23.0,23.5,22.5,22.0,23.0,23.0,21.0,20.5,23.0,23.0,20.5,15.5,19.0,18.0,20.0,23.0,20.56,21.292,23.0,23.0,23.0,22.0,19.0,23.0,22.5,18.0,21.5
2023-07-05 01:00:00,23.0,23.0,21.5,20.5,23.0,23.0,19.5,19.5,23.0,23.0,20.0,14.5,16.5,17.0,18.0,23.0,19.559,19.788,23.0,23.0,23.0,21.0,18.0,23.0,21.0,16.5,20.0
2023-07-05 02:00:00,23.0,23.0,20.0,19.5,23.0,23.0,18.5,18.0,23.0,23.0,19.0,13.5,15.5,16.0,17.5,23.0,18.058,18.786,23.0,23.0,23.0,20.0,17.0,23.0,20.0,15.5,19.0
2023-07-05 03:00:00,23.0,23.0,19.0,18.5,23.0,23.0,17.5,17.0,23.0,22.5,17.5,12.5,15.5,15.0,16.0,23.0,17.557,17.782,23.0,23.0,23.0,19.0,15.5,23.0,18.5,14.5,18.0
2023-07-05 04:00:00,23.0,23.0,18.0,17.0,23.0,22.5,16.5,16.5,23.0,22.5,16.5,12.0,15.0,14.0,15.0,23.0,16.555,17.28,23.0,23.0,23.0,18.0,15.0,23.0,17.5,13.5,17.0
2023-07-05 05:00:00,22.5,23.0,17.0,16.5,23.0,22.5,15.5,15.5,22.5,22.5,16.0,11.5,14.5,13.5,14.5,22.5,16.055,16.277,23.0,23.0,23.0,17.0,14.0,23.0,16.5,12.5,16.5
2023-07-05 06:00:00,22.5,23.0,16.5,16.0,23.0,22.5,15.5,16.5,22.5,22.5,15.5,11.0,14.5,13.5,14.0,22.5,15.554,16.277,23.0,22.5,22.5,16.5,14.0,22.5,16.5,12.5,16.0
2023-07-05 07:00:00,22.5,22.5,18.5,17.5,22.5,22.0,20.5,17.5,22.5,22.0,17.0,12.5,15.5,15.5,15.0,22.0,18.558,17.782,22.5,22.0,22.0,16.5,15.5,22.5,17.5,14.5,17.5
2023-07-05 08:00:00,22.0,22.5,20.0,19.5,22.0,22.0,22.5,18.5,22.0,21.5,20.0,15.0,16.5,18.5,17.5,22.0,20.06,19.788,22.0,22.0,22.0,18.0,18.0,22.0,20.0,19.5,19.5
2023-07-05 09:00:00,21.5,22.0,22.0,21.5,22.0,21.5,24.0,19.5,22.0,21.5,25.5,17.5,19.5,24.5,20.5,21.5,23.562,21.292,22.0,21.5,21.5,20.5,24.5,22.0,23.5,23.0,22.0
2023-07-05 10:00:00,21.5,22.0,25.0,24.5,22.0,21.5,26.0,20.5,22.0,21.5,26.0,21.5,22.5,25.0,23.0,21.5,26.063,23.294,22.0,21.5,22.0,22.5,28.0,22.0,26.5,26.5,25.0
2023-07-05 11:00:00,21.5,22.0,26.5,26.5,22.0,21.5,28.0,23.5,22.0,21.5,27.5,24.0,26.5,27.0,25.0,21.5,27.562,25.295,22.0,21.5,22.0,24.0,29.0,22.0,29.0,27.5,26.0
2023-07-05 12:00:00,22.0,22.0,28.0,28.0,22.0,21.5,29.5,25.0,22.0,21.5,29.0,25.5,29.0,28.0,26.5,22.0,29.561,26.794,22.0,22.0,22.0,26.5,30.0,22.0,31.0,30.0,27.5
2023-07-05 13:00:00,22.0,22.0,28.5,28.5,22.0,21.5,30.5,27.0,22.0,21.5,30.0,26.5,29.0,28.5,28.0,22.0,30.561,28.293,22.0,22.0,22.0,27.0,31.5,22.0,31.5,30.5,28.5
2023-07-05 14:00:00,22.0,22.0,29.0,29.0,22.0,22.0,31.5,28.0,22.0,22.0,30.5,27.0,29.0,30.0,28.5,22.0,31.56,28.792,22.0,22.0,22.0,27.5,30.5,22.0,32.5,31.5,28.5
2023-07-05 15:00:00,22.0,22.5,30.0,30.5,22.0,22.0,31.5,29.0,22.0,22.0,31.5,28.5,30.0,32.0,30.0,22.0,32.559,30.787,22.0,22.0,22.0,29.0,32.5,22.0,33.5,32.0,29.5
2023-07-05 16:00:00,22.0,22.5,30.5,31.0,22.0,22.0,33.0,29.5,22.0,22.0,32.5,29.5,31.0,33.0,30.5,22.0,33.557,32.283,22.0,22.0,22.0,29.5,32.0,22.0,35.0,33.0,31.0
2023-07-05 17:00:00,22.0,22.5,31.0,31.5,22.0,22.0,32.5,29.5,22.0,22.0,32.5,29.5,31.5,32.5,31.5,22.0,34.057,32.781,22.0,22.0,22.0,29.5,32.5,22.0,35.5,33.5,33.0
2023-07-05 18:00:00,22.0,22.5,30.5,31.5,22.5,22.0,32.5,30.0,22.0,22.0,33.5,29.5,31.5,30.5,32.0,22.5,33.058,32.283,22.5,22.5,22.5,29.5,32.0,22.5,35.0,33.5,34.0
2023-07-05 19:00:00,22.5,22.5,31.0,32.0,22.5,22.5,32.0,30.0,22.5,22.5,33.0,29.0,31.0,29.0,31.5,22.5,33.557,31.785,22.5,22.5,22.5,29.0,31.5,22.5,36.0,33.0,36.0
2023-07-05 20:00:00,22.5,23.0,29.5,31.5,23.0,22.5,30.5,28.5,22.5,22.5,30.0,26.5,29.5,27.5,33.0,22.5,32.059,29.79,22.5,22.5,23.0,28.5,29.0,22.5,34.0,31.0,30.0
2023-07-05 21:00:00,22.5,23.0,28.0,28.5,23.0,22.5,28.0,27.0,22.5,22.5,28.0,23.0,27.5,24.5,27.5,23.0,29.062,28.293,23.0,23.0,23.0,26.0,26.5,23.0,30.5,26.5,28.5
2023-07-05 22:00:00,23.0,23.0,26.5,26.5,23.0,22.5,26.0,25.5,23.0,22.5,26.0,20.5,25.5,22.5,25.5,23.0,27.062,26.794,23.0,23.0,23.0,24.5,24.0,23.0,27.0,23.5,26.5
2023-07-05 23:00:00,23.0,23.0,25.0,25.0,23.0,22.5,24.0,24.0,23.0,22.5,24.0,18.5,23.5,21.0,23.5,23.0,25.563,24.795,23.0,23.0,23.0,22.5,22.0,23.0,25.0,21.0,25.0
2023-07-06 00:00:00,23.0,23.0,23.5,22.5,23.0,23.0,22.0,22.5,23.0,22.5,21.5,17.0,20.0,20.0,21.0,23.0,23.562,22.293,23.0,23.0,23.0,21.0,21.0,23.0,23.0,20.0,23.0
2023-07-06 01:00:00,23.0,23.0,22.5,21.0,23.0,22.5,20.0,20.5,23.0,22.5,21.0,16.0,16.5,18.0,19.5,23.0,21.561,20.791,23.0,23.0,23.0,19.5,19.0,23.0,21.0,18.5,22.0
2023-07-06 02:00:00,23.0,23.0,21.0,19.5,23.0,22.5,18.5,19.5,23.0,22.5,20.0,15.0,16.0,17.0,18.0,23.0,20.56,19.287,23.0,23.0,23.0,18.0,18.5,23.0,20.0,17.0,20.5
2023-07-06 03:00:00,23.0,23.0,19.5,18.0,23.0,22.5,17.0,18.0,23.0,22.5,19.0,14.0,15.0,15.5,16.0,23.0,19.059,18.284,23.0,23.0,23.0,16.5,17.0,23.0,18.0,15.5,19.5
2023-07-06 04:00:00,23.0,23.0,17.5,17.0,23.0,22.5,15.5,17.0,23.0,22.5,16.5,13.0,14.0,15.0,15.0,23.0,17.557,16.779,23.0,23.0,23.0,15.5,16.0,23.0,16.5,15.0,18.0
2023-07-06 05:00:00,22.5,23.0,17.0,15.5,23.0,22.5,14.5,16.0,22.5,22.5,15.0,12.0,14.0,14.0,14.0,22.5,16.555,16.779,23.0,22.5,22.5,14.5,15.0,22.5,15.5,13.5,16.5
2023-07-06 06:00:00,22.5,23.0,16.0,15.5,22.5,22.5,14.5,15.5,22.5,22.5,15.5,12.0,14.0,14.5,14.0,22.5,16.055,15.774,22.5,22.5,22.5,14.0,14.5,22.5,15.0,13.5,16.0
2023-07-06 07:00:00,22.5,22.5,16.0,15.5,22.5,22.0,18.5,16.5,22.5,22.0,15.0,12.5,14.5,15.5,14.0,22.5,16.555,16.277,22.5,22.5,22.0,14.0,16.0,22.5,14.5,14.5,17.0
2023-07-06 08:00:00,22.0,22.5,17.5,17.0,22.0,22.0,20.0,18.0,22.0,21.5,16.5,14.0,16.0,15.5,15.0,22.0,17.557,18.786,22.0,22.0,22.0,15.0,16.5,22.0,16.0,16.0,17.0
2023-07-06 09:00:00,22.0,22.0,18.5,18.0,22.0,21.5,21.0,19.5,22.0,21.5,20.5,15.5,17.5,20.0,16.5,21.5,20.56,18.786,22.0,22.0,22.0,17.0,22.5,22.0,18.0,18.5,19.5
2023-07-06 10:00:00,22.5,23.0,21.0,20.5,22.0,22.0,23.0,18.5,22.0,23.0,23.0,18.5,20.5,20.5,18.5,22.0,22.562,20.29,22.5,22.0,22.5,19.0,25.5,22.0,21.5,21.0,20.5
2023-07-06 11:00:00,26.5,26.5,23.0,21.5,18.0,26.5,22.0,19.0,26.0,26.0,22.5,19.5,22.5,22.5,20.0,26.5,23.562,20.29,26.0,26.0,25.0,20.0,23.0,26.5,23.5,22.5,21.5
2023-07-06 12:00:00,34.0,35.5,24.0,22.5,19.0,20.5,23.5,20.0,32.5,32.5,23.5,20.5,23.5,23.5,21.0,33.0,24.062,21.792,24.5,31.5,26.0,21.5,27.0,32.5,25.5,23.5,23.0
2023-07-06 13:00:00,23.0,31.0,25.0,24.0,20.5,21.5,25.0,21.5,22.5,24.5,26.0,21.5,24.0,24.5,22.5,36.0,25.063,22.794,26.5,30.0,27.5,22.5,26.5,34.5,27.0,24.5,23.5
2023-07-06 14:00:00,23.5,27.5,25.5,24.5,22.5,22.5,27.0,23.0,24.0,26.0,26.5,23.0,24.5,25.5,23.5,29.5,27.062,25.295,27.0,25.0,28.0,23.5,27.0,25.0,27.5,26.0,24.5
2023-07-06 15:00:00,24.5,26.0,26.0,25.0,23.5,23.0,26.0,23.5,24.0,27.0,27.0,23.5,24.5,27.0,24.0,22.5,27.062,25.795,27.0,26.0,27.0,24.0,28.0,26.5,29.0,26.0,24.5
2023-07-06 16:00:00,24.5,26.5,25.5,26.0,23.5,23.0,27.0,24.5,24.0,25.0,27.5,23.5,26.0,27.5,24.0,27.0,27.062,26.295,27.5,25.0,27.5,24.0,27.0,27.0,30.0,26.0,26.5
2023-07-06 17:00:00,24.0,26.0,25.0,25.5,22.0,23.0,25.5,25.0,25.0,25.5,28.0,24.0,26.5,26.5,23.0,26.5,27.062,26.794,28.0,25.0,25.5,24.0,26.5,26.0,29.0,26.0,25.5
2023-07-06 18:00:00,23.0,25.0,24.5,25.0,21.5,23.0,25.0,24.0,24.0,24.5,27.0,24.0,26.0,23.5,23.5,25.5,26.063,26.295,26.5,23.5,24.5,23.5,26.0,25.0,26.5,25.5,28.0
2023-07-06 19:00:00,21.0,23.5,24.5,24.5,20.5,22.0,23.5,23.0,23.0,23.5,25.5,22.5,25.0,22.5,22.0,25.0,25.563,25.295,25.0,22.0,23.0,22.5,24.0,24.0,25.0,23.5,29.0
2023-07-06 20:00:00,20.0,22.0,22.0,24.0,19.5,21.0,21.5,21.5,21.0,22.5,22.5,20.5,23.0,20.5,21.0,23.0,23.562,22.794,22.0,20.0,21.5,21.0,22.5,23.0,24.0,21.5,24.5
2023-07-06 21:00:00,17.5,20.5,20.5,20.5,18.0,19.0,19.5,20.0,19.0,19.5,20.5,18.0,20.0,18.0,17.5,20.5,20.06,20.29,19.5,18.0,19.5,18.5,20.0,20.5,20.0,19.0,22.0
2023-07-06 22:00:00,15.5,18.0,18.5,18.0,16.0,16.5,17.0,18.0,17.0,17.0,17.5,15.5,17.5,15.5,15.0,18.5,18.058,17.782,17.0,16.0,17.0,16.5,18.0,18.0,17.5,16.5,20.0
2023-07-06 23:00:00,15.0,17.0,17.5,16.5,15.5,15.5,15.5,17.0,16.0,15.0,17.5,14.0,16.5,14.5,14.5,18.0,17.056,16.779,15.0,14.0,15.5,15.5,16.5,17.0,16.5,15.5,18.0
2023-07-07 00:00:00,14.0,16.0,16.5,16.0,15.0,14.5,14.5,16.0,15.0,14.0,16.0,12.5,15.0,14.0,14.0,18.0,16.555,15.774,14.0,13.5,14.0,14.5,15.5,15.0,15.5,14.5,18.0
2023-07-07 01:00:00,13.0,15.0,16.0,15.5,15.0,14.0,14.5,15.0,14.5,13.5,15.5,12.0,13.5,14.0,14.0,16.5,16.055,15.272,13.0,12.5,13.5,14.0,14.5,14.5,15.0,14.0,17.0
